Response Received Date,Overall Experience,Person Identifier,,What Issues,"Incorrect, Duplicate, and/or Missing Items?",Damaged Items?,Haven't Received Package?,Order Delivered Late?,Other Issue?,What could we improve,What was great,Additional Comments,Any Issues,Arrival Time,Tracking,Campaign,Survey Details
12/28/2022 10:40,Very Dissatisfied,71847504_2022_04_x,,,,,,,,"You sent out an email saying that if we ordered items by a certain date they would be delivered by a certain date before Christmas.  I ordered before the date you indicated and items were supposed to be delivered by Dec. 16th but still haven't arrived yet.  I had a student who order as well.  These are Christmas books that the student (and I as a classroom teacher) will not feel like reading once we are back to school.  I would not have ordered the items if Scholastic had not indicated they would arrive before our school was out on Dec. 22nd.  As I said we still haven't received the books.  Because of this and other orders in the past not arriving in the time frame I am not sure how often I will order anymore.  I have spent thousands of dollars on books for my students and my classroom over the years and I am disappointed over the last year.  I realize that there are still supply chain issues and it is hard to find workers, but please do not promise books by a certain date if they cannot be delivered.",,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828205165_3628
12/28/2022 10:20,Very Satisfied,71869265_2022_04_k,,,,,,,,,How fast the products shipped.,,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828161177_864
12/28/2022 10:15,Very Satisfied,71823906_2022_08_1,,,,,,,,,"quick delivery, all items were shipped correctly, nothing missing",Love the dollar books and point rewards!,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828459497_20243
12/28/2022 9:48,Very Satisfied,71823280_2022_04_y,,,,,,,,,Timeliness of delivery and all the book were in the order.,Excellent service!,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828522677_24713
12/28/2022 9:46,Satisfied,71898197_2022_04_x,,,,,,,,I find your on-line magazines hard to work with. It is hard to find the book you want and the magazines keep closing. Parents complain about this too.,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828439294_18944
12/28/2022 9:38,Satisfied,71816465_2022_04_k,,,,,,,,"Scholastic was great. My delivery date kept getting moved. My package was supposed to arrive on Dec. 12 at, but arrived Dec. 20.",,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828205284_3698
12/28/2022 9:27,Very Satisfied,71816653_2022_08_1,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,,"I placed my order and received my order in a very timely manner.  Also, when I found out that I had an item wrong sent to me, costumer service helped me out and sent me the correct item quickly.",,Yes,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828244188_6405
12/28/2022 9:22,Very Satisfied,71865062_2022_04_k,,,,,,,,,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828528266_24919
12/28/2022 9:00,Satisfied,71846915_2022_08_1,,,,,,,,Ordering as a teacher was difficult this time - it kept wanting me to attach a student to the order. Very frustrating.,,,No,Yes,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828368316_14505
12/28/2022 8:55,Satisfied,71817948_2022_04_y,,,,,,,,I have been ordering books for my students for Christmas gifts for years now. I have roughly 75 students. I have always purchased the 20 books for $20 to help out with this. I was disappointed to find out that this was not available any longer.,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828272160_8605
12/28/2022 8:28,Satisfied,71833012_2022_03_n,,,,,,,,I like having free shipping. I used my bonus points so my order didn’t qualify.  I think points should qualify for free shipping.,,No,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828216308_4570
12/28/2022 8:23,Satisfied,71847621_2022_03_j,,,,,,,,"Service was great and delivery was fast!  I have been using Scholastic for a LONG time & am picky about the books that I gift to my students.  I try to give them a book for each holiday.  I used to have MANY affordable choices for books that I feel are educational and ones that are entertaining----without name calling . . .  .  I used to be able to use bonus points to give them chapter books from  various series  that I love:  Bailey School Kids, Magic Tree House . . .  .  Now, the selection is VERY limited and using bonus points often does not work.",,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828227784_5432
12/28/2022 7:50,Satisfied,71832930_2022_04_x,,,,,,,,Lower prices,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828234899_5746
12/28/2022 7:44,Satisfied,71853080_2022_04_j,,My items are damaged.,,Damaged Items,,,,One of my books was damaged.,,,Yes,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828300747_10525
12/28/2022 7:18,Neutral,71838558_2022_04_j,,,,,,,,Faster shipping and order processing,,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828476542_21256
12/28/2022 7:15,Very Satisfied,71827491_2022_03_t,,,,,,,,Faster delivery but that is difficult during the holidays.,book selection,,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828271156_8524
12/28/2022 7:10,Very Satisfied,71802743_2022_03_s,,,,,,,,,Shipping speed and website friendly.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828162264_1482
12/28/2022 7:03,Very Dissatisfied,71833567_2022_03_s,,,,,,,,My books never made it before Christmas break.,,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828238692_6188
12/28/2022 7:01,Satisfied,71876701_2022_04_k,,,,,,,,nothing,,I do recall the date moving ahead a few times.  I get it .  it came in time for me so I am grateful for that,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828319566_11876
12/28/2022 7:00,Very Satisfied,71859571_2022_03_9,,,,,,,,,Delivery was done in a very timely matter,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828270281_8455
12/28/2022 6:53,Very Satisfied,71841287_2022_04_y,,,,,,,,,Timely delivery,,No,Yes,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828261174_7882
12/28/2022 6:23,Satisfied,71873764_2022_03_n,,,,,,,,"I wish the coupon codes we earn in our account would auto populate somewhere. I get emails with coupon codes that can't be used for a month or more in advance, and then I can't remember them or find them when I order.",,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828399171_16742
12/28/2022 6:13,Very Satisfied,71781875_2022_04_j,,,,,,,,,Books got on time.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828334102_12531
12/28/2022 5:37,Satisfied,71809031_2022_03_y,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,Shipping time,,,Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828372401_14965
12/28/2022 4:45,Very Satisfied,71825315_2022_03_g,,,,,,,,,My order came back extremely fast. I was very pleased!,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828214187_4114
12/28/2022 0:40,Satisfied,71817984_2022_04_t,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,I have a book missing from my order and a different book was put in its place. Is there a way to get that rectified?,,,Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828446985_19358
12/28/2022 0:26,Satisfied,71848606_2022_04_k,,,,,,,,,,,No,Yes,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828437885_18661
12/28/2022 0:14,Very Satisfied,71817432_2022_04_x,,,,,,,,,I was able to order all the items I wanted and they arrived in about a week.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828255339_7245
12/27/2022 22:49,Very Satisfied,71798815_2022_04_x,,,,,,,,,Books arrived on time.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828471300_20922
12/27/2022 22:10,Satisfied,71820503_2022_04_j,,,,,,,,Yout website could be a little easier to .,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828259721_7638
12/27/2022 21:37,Very Dissatisfied,71861650_2022_03_n,,,,,,,,The delivery of my item was SO delayed and I couldn't give my students their Christmas gifts. I am so disappointed. I placed my order early December and it just got here Dec 23rd.  What a mess.,,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828425151_17905
12/27/2022 21:28,Satisfied,71842245_2022_04_x,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,I was missing a book.,,,Yes,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828204514_3497
12/27/2022 21:14,Very Dissatisfied,71883774_2022_04_j,,,,,,,,I had an order that was suppose to be delivered Dec 16th. It is Dec 27th & still no order.,,Still no order received.,No,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828299473_10463
12/27/2022 20:49,Somewhat Dissatisfied,71859425_2022_03_i,,,,,,,,I thought my student's order would make it to school before our Christmas break.,,"I do believe orders before December 9, 2022 should have been delivered to school before Christmas break.",No,No,No,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193608_2786
12/27/2022 20:43,Very Satisfied,71821972_2022_04_j,,,,,,,,,Great selections / great prices,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828143094_545
12/27/2022 20:22,Very Satisfied,71825731_2022_03_k,,,,,,,,,It was quick and easy.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828142309_127
12/27/2022 20:20,Very Dissatisfied,71825117_2022_03_y,,,,,,,,"I still don’t have my order. It was never delivered. When I check the tracking information, it says it is “out for delivery”. It has said this since at least December 15th. I was planning to give these to my students as gifts and am extremely disappointed that I was unable to do this on time.",,,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828346107_13145
12/27/2022 19:49,Very Satisfied,71885340_2022_04_k,,,,,,,,,got here timely,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828511364_23945
12/27/2022 19:16,Very Satisfied,71831788_2022_08_1,,,,,,,,,I really appreciate the ship to home option being available for teachers!,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828299475_10465
12/27/2022 19:15,Very Satisfied,71800164_2022_04_k,,,,,,,,,"I was worried that my order would not deliver before school closed for Winter Break, but it arrived promptly.",,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828292588_10107
12/27/2022 19:05,Very Satisfied,71836335_2022_04_j,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828237020_5968
12/27/2022 18:15,Very Satisfied,71808311_2022_03_n,,,,,,,,,Books came quickly,"While I understand the cost of everything has gone up, I found it disheartening when I wanted to order books for my students' Christmas gifts, that I would have to pay shipping without a $25 order. I wasn't planning on opening up the order to my families at that time, because I wanted to ensure that the students weren't purchasing the books I was giving them. Instead, I had to have a co-worker, who has a child, place 1 family order, just so the shipping would be free. While I know we want it to be cost effective for families, it feels like punishment for when teachers are only trying to use their points. I hope this is something that could be reconsidered in the future.",No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828422684_17756
12/27/2022 18:11,Somewhat Dissatisfied,71821716_2022_04_x,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,A student's book was missing,,,Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828142235_92
12/27/2022 17:39,Satisfied,71829815_2022_03_9,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193751_2984
12/27/2022 17:17,Very Satisfied,71848191_2022_04_x,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,,The customer service representative was very helpful and quick with response and replacement shipping,I really appreciate your quick and helpful assistance especially during this busy time of year.,Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828471326_20870
12/27/2022 16:55,Very Satisfied,71874422_2022_03_y,,,,,,,,,It was easy to check my students' orders and finalize my order.,,No,Yes,No,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828424401_17816
12/27/2022 16:49,Very Satisfied,71835888_2022_03_9,,,,,,,,,orders are easy to place and they books came on time,It would be great if there was a way to receive less emails from Scholastic.  I receive a lot of the same emails over and over again.,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828162762_1561
12/27/2022 16:12,Satisfied,71806997_2022_04_t,,,,,,,,Finding the page to see what orders my students have placed is challenging. When you click on the link in the alert email it doesn't take you to their order.,,N/A,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828484563_21901
